name,code1,code2,code3,code4,code5,code6,code7,code8,code9,code10,code11,code12,code13,code14,code15,code16,code17,code18,code19,code20,code21
"Betel leaves, small (Common)", C011,,,,,,,,,,,,,,,,,,,,
"Bethe kosaag (N.)", C008,,,,,,,,,,,,,,,,,,,,
"Betki (Common)", P005,,,,,,,,,,,,,,,,,,,,
"Beto sak (B.)", C008,,,,,,,,,,,,,,,,,,,,
"Betta nelli (Kan.)", E021,,,,,,,,,,,,,,,,,,,,
"Bhains ka dhood (H.)", L001,,,,,,,,,,,,,,,,,,,,
"Bhakri (Kan.,Mar.)", A010,,,,,,,,,,,,,,,,,,,,
"Bhantaa (N.)", D010,D011,D012,D013,D014,D015,D016,D017,D018,D019,D020,D021,D022,D023,D024,D025,D026,D027,D028,D029,D030
"Bhatmas (H.,N.)", B024, B025,,,,,,,,,,,,,,,,,,,
"Bhel (P.)", E008,,,,,,,,,,,,,,,,,,,,
"Bhendi (A.,Mar.,O.,U.)", D056,,,,,,,,,,,,,,,,,,,,
"Bhes nu dhudh (G.)", L001,,,,,,,,,,,,,,,,,,,,
"Bhet kiLakdi (O.,U.)", D002,,,,,,,,,,,,,,,,,,,,
"Bhinda (G.)", D056,,,,,,,,,,,,,,,,,,,,
"Bhindi (H.,P.)", D056,,,,,,,,,,,,,,,,,,,,
"Bhindikaa (S.)", D056,,,,,,,,,,,,,,,,,,,,
"Bhiopnitam (P.)", B016,,,,,,,,,,,,,,,,,,,,
"Bhol (A.)", D069,,,,,,,,,,,,,,,,,,,,
"Bhoochhtra (Mar.)", J001,J002,J003,J004,,,,,,,,,,,,,,,,,
"Bhooni sevian (P.)", A024,,,,,,,,,,,,,,,,,,,,
"Bhoore rajmah (P.)", B019,,,,,,,,,,,,,,,,,,,,
"Bhopla chipan (Mar.)", C030,,,,,,,,,,,,,,,,,,,,
"Bhoplimirchi (Mar.)", D033, D034, D035,,,,,,,,,,,,,,,,,,
"Bhui mug (Mar.)", H012,,,,,,,,,,,,,,,,,,,,
"Bhuler marcha (G.)", D033, D034, D035,,,,,,,,,,,,,,,,,,
"Bhura choul (P.)", A013,,,,,,,,,,,,,,,,,,,,
"Bhursanga Patra (O.)", G010,,,,,,,,,,,,,,,,,,,,
"Bhuru kodu (G.)", D001,,,,,,,,,,,,,,,,,,,,
"Bhutta (B.)", A006, A007, A008,,,,,,,,,,,,,,,,,,
"BigaHua chawal (P.)", A014,,,,,,,,,,,,,,,,,,,,
"Bila (B.,H., Mar.)", E008,,,,,,,,,,,,,,,,,,,,
"Biladi no top (G.)", J001,J002,J003,J004,,,,,,,,,,,,,,,,,
"Bilaiti pungton (M.)", E029,,,,,,,,,,,,,,,,,,,,
"BilatiBaigan (O.)", D074, D075, D076,,,,,,,,,,,,,,,,,,
"Biliti Bandhakopi (B.)", C012,,,,,,,,,,,,,,,,,,,,
"Bilvaon/Gorakamli (S.)", E067,,,,,,,,,,,,,,,,,,,,
"Bindi (Kash.,Kh.)", D056,,,,,,,,,,,,,,,,,,,,
"Bindu (Kash.)", D051, D052, E030,,,,,,,,,,,,,,,,,,
"Birri (O.)", B004,,,,,,,,,,,,,,,,,,,,
"Birri dali (O.)", B003,,,,,,,,,,,,,,,,,,,,
"Biskot (Kh.)", D038,,,,,,,,,,,,,,,,,,,,
"Bita (O.)", F001,,,,,,,,,,,,,,,,,,,,
"Bitter gourd, jagged, smooth ridges, elongate (Common)", D006,,,,,,,,,,,,,,,,,,,,
"Bitter gourd, jagged, teeth ridges, elongate (Common)", D004,,,,,,,,,,,,,,,,,,,,
"Bitter gourd, jagged, teeth ridges, short (Common)", D005,,,,,,,,,,,,,,,,,,,,
"Biulir dal (B.)", B003,,,,,,,,,,,,,,,,,,,,
"Biyyam (Tel.)", A015,,,,,,,,,,,,,,,,,,,,
"Black berry (Common)", E013,,,,,,,,,,,,,,,,,,,,
"Black gram, dal (Common)", B003,,,,,,,,,,,,,,,,,,,,
"Black gram, whole (Common)", B004,,,,,,,,,,,,,,,,,,,,
"Black snapper (Common)", P006,,,,,,,,,,,,,,,,,,,,
"Bobbarlu (Tel.)", B005, B006,,,,,,,,,,,,,,,,,,,
"Bodi (N.)", B005, B006,,,,,,,,,,,,,,,,,,,
"Boga til (A.)", H011,,,,,,,,,,,,,,,,,,,,
"Bogori (A.)", E068,,,,,,,,,,,,,,,,,,,,
"Bok phular paat (A.)", C001,,,,,,,,,,,,,,,,,,,,
"Bombay duck (Common)", P007,,,,,,,,,,,,,,,,,,,,
"Bombilimas (Mal. ,Tam.)", E056,,,,,,,,,,,,,,,,,,,,
"Bommuralu (Common)", P008,,,,,,,,,,,,,,,,,,,,
"Bondhakobi (A.)", C015, C016,,,,,,,,,,,,,,,,,,,
"Boodida gummadi (Tel.)", D001,,,,,,,,,,,,,,,,,,,,
"Boot (A.)", B002,,,,,,,,,,,,,,,,,,,,
"Boot dail (A.)", B001,,,,,,,,,,,,,,,,,,,,
"Boppayi kaya (Tel.)", D059,,,,,,,,,,,,,,,,,,,,
"Boppayi pandu (Tel.)", E049,,,,,,,,,,,,,,,,,,,,
"Bor (Kon.,Mar.)", E068,,,,,,,,,,,,,,,,,,,,
"Bor manimuni (A.)", C021,,,,,,,,,,,,,,,,,,,,
"Borassus flabellifer (Sci.)", E048,,,,,,,,,,,,,,,,,,,,
"Boro elach (B.)", G021,,,,,,,,,,,,,,,,,,,,
"Bottle gourd, elongate, dark green (Common)", D009,,,,,,,,,,,,,,,,,,,,
"Bottle gourd, elongate, pale green (Common)", D007,,,,,,,,,,,,,,,,,,,,
"Bottle gourd, round, pale green (Common)", D008,,,,,,,,,,,,,,,,,,,,
"Brassica juncea (Sci.)", C026,,,,,,,,,,,,,,,,,,,,
"Brassica nigra (Sci.)", H013,,,,,,,,,,,,,,,,,,,,
"Brassica oleracea (Sci.)", C024,,,,,,,,,,,,,,,,,,,,
"Brassica oleracea (Sci.)", D053,,,,,,,,,,,,,,,,,,,,
"Brassica oleracea var botrytis (Sci.)", C017,,,,,,,,,,,,,,,,,,,,
"Brassica oleracea var botrytis (Sci.)", D036,,,,,,,,,,,,,,,,,,,,
"Brassica oleracea var capitata falba (Sci.)", C015,,,,,,,,,,,,,,,,,,,,
"Brassica oleracea var capitata frubra (Sci.)", C016,,,,,,,,,,,,,,,,,,,,
"Brassica oleracea var gemmifera (Sci.)", C012,,,,,,,,,,,,,,,,,,,,
"Brassica oleracea var viridis (Sci.)", C014,,,,,,,,,,,,,,,,,,,,
"Brassica rapa var chinensis (Sci.)", C027,,,,,,,,,,,,,,,,,,,,
"Brassica rupa (Sci.)", C013,,,,,,,,,,,,,,,,,,,,
"Brey (Kash.)", E068,,,,,,,,,,,,,,,,,,,,
"Brinjal (Common)", D010,D011,D012,D013,D014,D015,D016,D017,D018,D019,D020,D021,D022,D023,D024,D025,D026,D027,D028,D029,D030
"Broad beans (Common)", D032,,,,,,,,,,,,,,,,,,,,
"Brussels sprouts (Common)", C012,,,,,,,,,,,,,,,,,,,,
"Budagumbala (Kan.)", D001,,,,,,,,,,,,,,,,,,,,
"Bulgur (Tel.)", A021,,,,,,,,,,,,,,,,,,,,
"Bulgur gahu (Mar.)", A021,,,,,,,,,,,,,,,,,,,,
"Bulgur ghaum (G.)", A021,,,,,,,,,,,,,,,,,,,,
"Bulgur godhi (Kan.)", A021,,,,,,,,,,,,,,,,,,,,
"Bum choont (Kash.)", E067,,,,,,,,,,,,,,,,,,,,
"Bun palung (B.)", C032,,,,,,,,,,,,,,,,,,,,
"Bungo (N.)", D063,,,,,,,,,,,,,,,,,,,,
"Buta (O.)", B002,,,,,,,,,,,,,,,,,,,,
"Button mushroom, fresh (Common)", J001,,,,,,,,,,,,,,,,,,,,
"Cabbage, Chinese (Common)", C013,,,,,,,,,,,,,,,,,,,,
"Cabbage, collard greens (Common)", C014,,,,,,,,,,,,,,,,,,,,
"Cabbage, green (Common)", C015,,,,,,,,,,,,,,,,,,,,
"Cabbage, violet (Common)", C016,,,,,,,,,,,,,,,,,,,,
"Cajanus cajan (Sci.)", B021, B022, D067,,,,,,,,,,,,,,,,,,
"Cal (Common)", O036,O037,O038,O039,O040,O041,O042,O043,O044,,,,,,,,,,,,
"Canthidermis maculata (Sci.)", P045,,,,,,,,,,,,,,,,,,,,
"Capsicum annum (Sci.)", G001,G002,G003,G004,G005,G006,G007, G022, D033,D033,D035,,,,,,,,,,
"Capsicum, green (Common)", D033,,,,,,,,,,,,,,,,,,,,
"Capsicum, red (Common)", D034,,,,,,,,,,,,,,,,,,,,
"Capsicum, yellow (Common)", D035,,,,,,,,,,,,,,,,,,,,
"Carangoides fulvoguttatus (Sci.)", P032,,,,,,,,,,,,,,,,,,,,
"Caranx heberi (Sci.)", P044,,,,,,,,,,,,,,,,,,,,
"Caranx ignobilis (Sci.)", P070,,,,,,,,,,,,,,,,,,,,
"Caranx sexfasciatus (Sci.)", P043,,,,,,,,,,,,,,,,,,,,
"Carassius auratus (Sci.)", S004,,,,,,,,,,,,,,,,,,,,
"Carcharhinus sorrah (Sci.)", P072,,,,,,,,,,,,,,,,,,,,
"Carcia papaya (Sci.)", E049, D059,,,,,,,,,,,,,,,,,,,
"Cardamom, black (Common)", G021,,,,,,,,,,,,,,,,,,,,
"Cardamom, green (Common)", G020,,,,,,,,,,,,,,,,,,,,
"Carissa carandas (Sci.)", E032,,,,,,,,,,,,,,,,,,,,
"Carrot (Mal.,Tam.)", F002, F003,,,,,,,,,,,,,,,,,,,
"Carrot, orange (Common)", F002,,,,,,,,,,,,,,,,,,,,
"Carrot, red (Common)", F003,,,,,,,,,,,,,,,,,,,,
"Carthamus tinctorius (Sci.)", H019,,,,,,,,,,,,,,,,,,,,
"Cashew nut (Common)", H005,,,,,,,,,,,,,,,,,,,,
"Cat fish (Common)", P009,,,,,,,,,,,,,,,,,,,,
"Cat fish (Common)", S001,,,,,,,,,,,,,,,,,,,,
"Catla (Common)", S002,,,,,,,,,,,,,,,,,,,,
"Catla catla (Sci.)", S002,,,,,,,,,,,,,,,,,,,,
"Caturappuli (Mal.)", E062,,,,,,,,,,,,,,,,,,,,
"Cauliflower (Common)", D036,,,,,,,,,,,,,,,,,,,,
"Cauliflower (Mal.)", C017, D036,,,,,,,,,,,,,,,,,,,
"Cauliflower leaves (Common)", C017,,,,,,,,,,,,,,,,,,,,
"Cavali biya (Mar.)", A001, A002,,,,,,,,,,,,,,,,,,,
"Celery daandi (G.)", D037,,,,,,,,,,,,,,,,,,,,
"Celery stalk (Common)", D037,,,,,,,,,,,,,,,,,,,,
"Chachinda (H.,O.)", D070, D071, D072,,,,,,,,,,,,,,,,,,
"Chakavath (Mar.)", C008,,,,,,,,,,,,,,,,,,,,
"Chakka (Mal.)", D051, D052, E030,,,,,,,,,,,,,,,,,,
"Chakkota (Kan.)", E056,,,,,,,,,,,,,,,,,,,,
"Chakla (Common)", P010,,,,,,,,,,,,,,,,,,,,
"Chakotra (H.)", E056,,,,,,,,,,,,,,,,,,,,
"Chaktora (P.)", E067,,,,,,,,,,,,,,,,,,,,
"Chakwai (M.)", B023,,,,,,,,,,,,,,,,,,,,
"Chalkumra (B.)", D001,,,,,,,,,,,,,,,,,,,,
"Chama (Mal.)", A016,,,,,,,,,,,,,,,,,,,,
"Chama akulu (Tel.)", C018,,,,,,,,,,,,,,,,,,,,
"Chama dumpa (Tel.)", F004,,,,,,,,,,,,,,,,,,,,
"Chama kada (Tel.)", D040, D041,,,,,,,,,,,,,,,,,,,
"Chaman (Kash.)", L003,,,,,,,,,,,,,,,,,,,,
"Champa kadali (O.)", E009,E010,E011,E012,,,,,,,,,,,,,,,,,
"Champra Mahi (M.)", E033,,,,,,,,,,,,,,,,,,,,
"Chamsoor ko Saag (N.)", C021,,,,,,,,,,,,,,,,,,,,
"Chana (G.,H.,U.)", B002,,,,,,,,,,,,,,,,,,,,
"Chana ko Dal (N.)", B001,,,,,,,,,,,,,,,,,,,,
"Chana Mapum (M.)", B002,,,,,,,,,,,,,,,,,,,,
"Chana Tangkhai (M.)", B001,,,,,,,,,,,,,,,,,,,,
"Chanak (S.)", B002,,,,,,,,,,,,,,,,,,,,
"Chanam (M.)", G011, G012, G013,,,,,,,,,,,,,,,,,,
"Chana -ni-daad (G.)", B001,,,,,,,,,,,,,,,,,,,,
"Chane ki dal (U.)", B001,,,,,,,,,,,,,,,,,,,,
"Chan -ki-dal (H.)", B001,,,,,,,,,,,,,,,,,,,,
"Channa (M.)", L003,,,,,,,,,,,,,,,,,,,,
"Channa dali/Buta dali (O.)", B001,,,,,,,,,,,,,,,,,,,,
"Chanos chanos (Sci.)", P037,,,,,,,,,,,,,,,,,,,,
"Chanu (Kash.)", B002,,,,,,,,,,,,,,,,,,,,
"Chanu dal (Kash.)", B001,,,,,,,,,,,,,,,,,,,,
"Chappal (Common)", P011,,,,,,,,,,,,,,,,,,,,
"Chatu (O.)", J001,J002,J003,J004,,,,,,,,,,,,,,,,,
"Chaul (P.)", A015,,,,,,,,,,,,,,,,,,,,
"Chaula (O.)", A015,,,,,,,,,,,,,,,,,,,,
"Chaulai (H.)", C002, C003, C004,,,,,,,,,,,,,,,,,,
"Chaulai sag (P.)", C002, C004
"Chaulali beej (P.)", A001,,,,,,,,,,,,,,,,,,,,
"Chavli (Mar.)", B005, B006,,,,,,,,,,,,,,,,,,,
"Chawal (H.)", A013, A015,,,,,,,,,,,,,,,,,,,
"Chawara (P.)", E017, E018,,,,,,,,,,,,,,,,,,,
"Chayapi (N.)", G018,,,,,,,,,,,,,,,,,,,,
"Chedu paddu dumpa (Tel.)", F019,,,,,,,,,,,,,,,,,,,,
"Cheera (Mal.)", C002, C003, C004,,,,,,,,,,,,,,,,,,
"Cheera vithu (Mal.)", A001, A002,,,,,,,,,,,,,,,,,,,
"Chelu (Common)", P012,,,,,,,,,,,,,,,,,,,,
"Chembali (Common)", P013,,,,,,,,,,,,,,,,,,,,
"Chembin thandu (Mal.)", D040, D041,,,,,,,,,,,,,,,,,,,
"Chembu (Mal.)", F004,,,,,,,,,,,,,,,,,,,,
"Chembu ilagal (Mal.)", C018,,,,,,,,,,,,,,,,,,,,
"Chena (B.)", L003,,,,,,,,,,,,,,,,,,,,
"Chena (Mal.)", F017, F018,,,,,,,,,,,,,,,,,,,
"Cheng (M.)", A013, A014, A015,,,,,,,,,,,,,,,,,,
"Chenghum (M.)", J001, J002, J004,,,,,,,,,,,,,,,,,,
"Chengkruk (M.)", C002,C003,C004,C005,C006,,,,,,,,,,,,,,,,
"Chengkruk Maru (M.)", A001, A002,,,,,,,,,,,,,,,,,,,
"Chengpaak (M.)", A011,,,,,,,,,,,,,,,,,,,,
"Chenopodium album (Sci.)", C008,,,,,,,,,,,,,,,,,,,,
"Chenopodium quinoa (Sci.)", A009,,,,,,,,,,,,,,,,,,,,
"Cheranga (Mal.)", D007, D008, D009,,,,,,,,,,,,,,,,,,
"Cheriya Ulli (Mal.)", G018,,,,,,,,,,,,,,,,,,,,
"Cherri pandu (Tel.)", E014,,,,,,,,,,,,,,,,,,,,
"Cherries, red (Common)", E014,,,,,,,,,,,,,,,,,,,,
"Cherry (G.,P.)", E014,,,,,,,,,,,,,,,,,,,,
"Cherry phal (Mar.)", E014,,,,,,,,,,,,,,,,,,,,
"Cherrypazham (Tam.,Mal.)", E014,,,,,,,,,,,,,,,,,,,,
"Cheru Pararu (Mal.)", B011,,,,,,,,,,,,,,,,,,,,
"Cheru payar parippu (Mal.)", B010,,,,,,,,,,,,,,,,,,,,
"Cheruchana vithu (Mal.)", H014,,,,,,,,,,,,,,,,,,,,
"Cheruku rasam (Tel.)", I002 ,,,,,,,,,,,,,,,,,,,,
"Chevri (Kash.)", A011,,,,,,,,,,,,,,,,,,,,
"Chhali (P.)", A006, A007, A008,,,,,,,,,,,,,,,,,,
"Chhayapi ko Saag (N.)", D058,,,,,,,,,,,,,,,,,,,,
"Chhena (H.,O)", L003,,,,,,,,,,,,,,,,,,,,
"Chhilke wali urad dal (H.)", B004,,,,,,,,,,,,,,,,,,,,
"Chichinda (U.)", D070, D071, D072,,,,,,,,,,,,,,,,,,
"Chichindo (N.)", D070, D071, D072,,,,,,,,,,,,,,,,,,
"Chichinga (B.)", D070, D071, D072,,,,,,,,,,,,,,,,,,
"Chicken mushroom, fresh (Common)", J002,,,,,,,,,,,,,,,,,,,,
"Chicken, poultry (Common)", N001,N002,N003,N004,N005,N006,,,,,,,,,,,,,,,
"Chide (B.)", A011,,,,,,,,,,,,,,,,,,,,
"Chikk Eerulli (Kan.)", G018,,,,,,,,,,,,,,,,,,,,
"Chikkudu ginjalu (Tel.)", B007,B008,B009, D047, D048,,,,,,,,,,,,,,,,
"Chiku (A.,H.,Mar.,P.)", E060,,,,,,,,,,,,,,,,,,,,
"Chilagada dumpa (Tel.)", F013, F014,,,,,,,,,,,,,,,,,,,
"Chilgoza (G.,H.,Kash.)", H017,,,,,,,,,,,,,,,,,,,,
"Chillies, green (Common)", G001,G002,G003,G004,G005,G006,G007,,,,,,,,,,,,,,
"Chillies, red (Common)", G022,,,,,,,,,,,,,,,,,,,,
"Chilni bhaji (G.)", C008,,,,,,,,,,,,,,,,,,,,
"China badam (A.)", H001,,,,,,,,,,,,,,,,,,,,
"China badam (B.,O.)", H012,,,,,,,,,,,,,,,,,,,,
"ChinaLai (A.)", C013,,,,,,,,,,,,,,,,,,,,
"Chinch (Mar.)", E064,,,,,,,,,,,,,,,,,,,,
"Chinchecha pala (Mar.)", C034,,,,,,,,,,,,,,,,,,,,
"Chinese kobi (G.)", C013,,,,,,,,,,,,,,,,,,,,
"Chinna cabbage (Tel.)", C012,,,,,,,,,,,,,,,,,,,,
"Chinna ullipaya (Tel.)", G018,,,,,,,,,,,,,,,,,,,,
"Chinna vengayam (Tam.)", G018,,,,,,,,,,,,,,,,,,,,
"Chinta chiguru (Tel.)", C034,,,,,,,,,,,,,,,,,,,,
"Chintha pandu (Tel.)", E064,,,,,,,,,,,,,,,,,,,,
"Chira (A.)", A011,,,,,,,,,,,,,,,,,,,,
"Chirmure (Mar.)", A012,,,,,,,,,,,,,,,,,,,,
"Chirocentrus nudus (Sci.)", P086,,,,,,,,,,,,,,,,,,,,
"Chirwre (P.)", A011,,,,,,,,,,,,,,,,,,,,
"Chkaooaradavare (Kan.)", D032,,,,,,,,,,,,,,,,,,,,
"ChoCho sara (Mar.)", D038,,,,,,,,,,,,,,,,,,,,
"Cho-cho-marrow (Common)", D038,,,,,,,,,,,,,,,,,,,,
"Cho-cho-marrow (H.,Kan.,Mal.)", D038,,,,,,,,,,,,,,,,,,,,
"Chodi (G.)", D003,,,,,,,,,,,,,,,,,,,,
"Chogander Munji (Kash.)", C009, F001,,,,,,,,,,,,,,,,,,,
"Choka (G.)", A015,,,,,,,,,,,,,,,,,,,,
"Chokhandar (U.)", F001,,,,,,,,,,,,,,,,,,,,
"Chola (B.)", B002,,,,,,,,,,,,,,,,,,,,
"Cholai (U.)", C002, C003, C004,,,,,,,,,,,,,,,,,,
"Cholam (Tam.)", A005,,,,,,,,,,,,,,,,,,,,
"Cholar dal (B.)", B001,,,,,,,,,,,,,,,,,,,,
"Choote gobi (H.)", C012,,,,,,,,,,,,,,,,,,,,
"Chooti band gobi (P.)", C012,,,,,,,,,,,,,,,,,,,,
"Chorap (G.)", B005, B006,,,,,,,,,,,,,,,,,,,
"Chota bandha (O.)", C012,,,,,,,,,,,,,,,,,,,,
"Chotee gobi (Mar.)", C012,,,,,,,,,,,,,,,,,,,,
"Choti bund gobh (U.)", C012,,,,,,,,,,,,,,,,,,,,
"Chow -chow (Tam.)", D038,,,,,,,,,,,,,,,,,,,,
"Chowl (B.)", A015,,,,,,,,,,,,,,,,,,,,
"ChuChu Rangmei (M.)", C001,,,,,,,,,,,,,,,,,,,,
"Chudaa (O.)", A011,,,,,,,,,,,,,,,,,,,,
"Chuhara (A.)", E017, E018,,,,,,,,,,,,,,,,,,,
"Chuhing (M.)", I002 ,,,,,,,,,,,,,,,,,,,,
"Chujaak (M.)", A006, A007, A008, D042,,,,,,,,,,,,,,,,,
"Chukandar (H.,P.)", F001,,,,,,,,,,,,,,,,,,,,
"Chukandhar da sag (P.)", C009,,,,,,,,,,,,,,,,,,,,
"Chukandhar sag (H.)", C009,,,,,,,,,,,,,,,,,,,,
"Chukki soppu (Kan.)", C032,,,,,,,,,,,,,,,,,,,,
"Chumbrei (M.)", E050,,,,,,,,,,,,,,,,,,,,
"Cicer arietinum (Sci.)", B001, B002,,,,,,,,,,,,,,,,,,,
"Cicinndda (S.)", D070, D071, D072,,,,,,,,,,,,,,,,,,
"Citrullus vulgaris (Sci.)", E065, E066,,,,,,,,,,,,,,,,,,,
"Citrus aurantium (Sci.)", E047,,,,,,,,,,,,,,,,,,,,
"Citrus limetta (Sci.)", E034,,,,,,,,,,,,,,,,,,,,
"Citrus limon (Sci.)", E033,,,,,,,,,,,,,,,,,,,,
"Citrus maxima (Sci.)", E056,,,,,,,,,,,,,,,,,,,,
"Clam, green shell (Common)", R001,,,,,,,,,,,,,,,,,,,,
"Clam, white shell, ribbed (Common)", R002,,,,,,,,,,,,,,,,,,,,
"Cloves (Common)", G023,,,,,,,,,,,,,,,,,,,,
"Cluster beans (Common)", D039,,,,,,,,,,,,,,,,,,,,
"Coccinia cordifolia (Sci.)", D054, D055,,,,,,,,,,,,,,,,,,,
"Coconut water (Common)", K002,,,,,,,,,,,,,,,,,,,,
"Coconut, kernel, dry (Common)", H006,,,,,,,,,,,,,,,,,,,,
"Coconut, kernel, fresh (Common)", H007,,,,,,,,,,,,,,,,,,,,
"Cocos nucifera (Sci.)", H006, H007,,,,,,,,,,,,,,,,,,,
"Colocasia (Common)", F004,,,,,,,,,,,,,,,,,,,,
"Colocasia antiquorum (Sci.)", C018, F004,,,,,,,,,,,,,,,,,,,
"Colocasia esculenta (Sci.)", D040, D041,,,,,,,,,,,,,,,,,,,
"Colocasia stem, green (Common)", D041,,,,,,,,,,,,,,,,,,,,
"Colocasia, leaves, green (Common)", C018,,,,,,,,,,,,,,,,,,,,
"Colocasia, stem, black (Common)", D040,,,,,,,,,,,,,,,,,,,,
"Coriander seeds (Common)", G024,,,,,,,,,,,,,,,,,,,,
"Coriander, leaves (Common)", G009,,,,,,,,,,,,,,,,,,,,
"Coriandrum sativum (Sci.)", G009, G024,,,,,,,,,,,,,,,,,,,
"Corn, Baby (Common)", D042,,,,,,,,,,,,,,,,,,,,
"Coryphaena hippurus (Sci.)", P053,,,,,,,,,,,,,,,,,,,,
"Country hen (Common)", N007,N008,N009,N010,,,,,,,,,,,,,,,,,
"Cowpea, brown (Common)", B005,,,,,,,,,,,,,,,,,,,,
"Cowpea, white (Common)", B006,,,,,,,,,,,,,,,,,,,,
"Crab (Common)", Q001,,,,,,,,,,,,,,,,,,,,
"Crab (Common)", S007,,,,,,,,,,,,,,,,,,,,
"Crab, sea (Common)", Q002,,,,,,,,,,,,,,,,,,,,
"Crassostrea sp. (Sci.)", Q006,,,,,,,,,,,,,,,,,,,,
"Cucumber green, elongated (Common)", D043,,,,,,,,,,,,,,,,,,,,
"Cucumber green, short (Common)", D044,,,,,,,,,,,,,,,,,,,,
"Cucumber orange, round (Common)", D045,,,,,,,,,,,,,,,,,,,,
"Cucumis melo (Sci.)", E046,,,,,,,,,,,,,,,,,,,,
"Cucumis melon (Sci.)", E045,,,,,,,,,,,,,,,,,,,,
"Cucumis sativus (Sci.)", D043, D044, D045,,,,,,,,,,,,,,,,,,
"Cucurbit maxima (Sci.)", C030,,,,,,,,,,,,,,,,,,,,
"Cucurbita maxima (Sci.)", D065, D066,,,,,,,,,,,,,,,,,,,
"Cucurbita pepo (Sci.)", D077, D078,,,,,,,,,,,,,,,,,,,
"Cumin seeds (Common)", G025,,,,,,,,,,,,,,,,,,,,
"Cuminum cyminum (Sci.)", G025,,,,,,,,,,,,,,,,,,,,
"Curcuma amada (Sci.)", G015,,,,,,,,,,,,,,,,,,,,
"Curcuma domestica (Sci.)", G033,,,,,,,,,,,,,,,,,,,,
"Currants, black (Common)", E015,,,,,,,,,,,,,,,,,,,,
"Curry leaves (Common)", G010,,,,,,,,,,,,,,,,,,,,
"Curry Pata (M.,Kash.)", G010,,,,,,,,,,,,,,,,,,,,
"Custard apple (Common)", E016,,,,,,,,,,,,,,,,,,,,
"Cyamopsis tetragonobola (Sci.)", D039,,,,,,,,,,,,,,,,,,,,
"Cynoglossus arel (Sci.)", P079,,,,,,,,,,,,,,,,,,,,
"Daaddima (S.)", E055,,,,,,,,,,,,,,,,,,,,
"Daan (Kash.)", E055,,,,,,,,,,,,,,,,,,,,
"Daaniwal (Kash.)", G009, G024,,,,,,,,,,,,,,,,,,,
"Dab narikol (A.)", H006,,,,,,,,,,,,,,,,,,,,
"Dab narikolor pani (A.)", K002,,,,,,,,,,,,,,,,,,,,
"Daberjal (B.)", K002,,,,,,,,,,,,,,,,,,,,
"Dach (Kash.)", E022,E023,E024,E025,E026,E027,,,,,,,,,,,,,,,
"Dacus carota (Sci.)", F002, F003,,,,,,,,,,,,,,,,,,,
"Dadam (G.)", E055,,,,,,,,,,,,,,,,,,,,
"Dai iong (Kh.)", B004,,,,,,,,,,,,,,,,,,,,
"Dai shana (Kh.)", B001, B021,,,,,,,,,,,,,,,,,,,
"Dalia (A.,B.,H.,O.,P.,U)", A021,,,,,,,,,,,,,,,,,,,,
"Dalim (A.)", E055,,,,,,,,,,,,,,,,,,,,
"Dalimb (Kon.,Mar.)", E055,,,,,,,,,,,,,,,,,,,,
"Dalimba (O.)", E055,,,,,,,,,,,,,,,,,,,,
"Dalimbari (Kan.)", E055,,,,,,,,,,,,,,,,,,,,
"Dampudu biyyam (Tel.)", A013,,,,,,,,,,,,,,,,,,,,
"Danimma pandu (Tel.)", E055,,,,,,,,,,,,,,,,,,,,
"Danthu (Kan.)", C002, C003, C004,,,,,,,,,,,,,,,,,,
"Danthu beeja (Kan.)", A001, A002,,,,,,,,,,,,,,,,,,,
"Darbusani (Tam.)", E065, E066,,,,,,,,,,,,,,,,,,,
"Dasakusa (M.)", D038,,,,,,,,,,,,,,,,,,,,
"Dasyatis pastinaca (Sci.)", P080,,,,,,,,,,,,,,,,,,,,
"Dates, dry, dark brown (Common)", E018,,,,,,,,,,,,,,,,,,,,
"Dates, dry, pale brown (Common)", E017,,,,,,,,,,,,,,,,,,,,
"Dates, processed (Common)", E019,,,,,,,,,,,,,,,,,,,,
"Dawana (P.)", E065, E066,,,,,,,,,,,,,,,,,,,
"Dhana pandada (G.)", G009,,,,,,,,,,,,,,,,,,,,
"Dhane (Mar.)", G024,,,,,,,,,,,,,,,,,,,,
"Dhania (H.,N.,O.,P.)", G024,,,,,,,,,,,,,,,,,,,,
"Dhania paat (A.)", G009,,,,,,,,,,,,,,,,,,,,
"Dhania Patra (O.)", G009,,,,,,,,,,,,,,,,,,,,
"Dhaniya (U.)", G024,,,,,,,,,,,,,,,,,,,,
"Dhaniyalu (Tel.)", G024,,,,,,,,,,,,,,,,,,,,
"Dhanyaka (S.)", G024,,,,,,,,,,,,,,,,,,,,
"Dhemase (Mar.)", D073,,,,,,,,,,,,,,,,,,,,
"Dherosh (B.)", D056,,,,,,,,,,,,,,,,,,,,
"Dherua (A.)", C031,,,,,,,,,,,,,,,,,,,,
"Dhone (B.)", G024,,,,,,,,,,,,,,,,,,,,
"Dhone pata (B.)", G009,,,,,,,,,,,,,,,,,,,,
"Dhonia dkhar (Kh.)", G009,,,,,,,,,,,,,,,,,,,,
"Dhoniya (A.)", G024,,,,,,,,,,,,,,,,,,,,
"Dhooli masari dal (P.)", B013,,,,,,,,,,,,,,,,,,,,
"Dhoon (Kash.)", H021,,,,,,,,,,,,,,,,,,,,
