name,code1,code2,code3,code4,code5,code6,code7,code8,code9,code10,code11,code12,code13,code14,code15,code16,code17,code18,code19,code20,code21
"Kantewali -notya (H.)", C005, C006,,,,,,,,,,,,,,,,,,,
"Kanthal (B.)", D051, D052, E052,,,,,,,,,,,,,,,,,,
"Kanwal kakri (U.)", F005,,,,,,,,,,,,,,,,,,,,
"Kaothum (M.)", F016,,,,,,,,,,,,,,,,,,,,
"Karadi (Mal.,Mar.)", H019,,,,,,,,,,,,,,,,,,,,
"Karakka (Mal.)", E032,,,,,,,,,,,,,,,,,,,,
"Karale (Mar.)", H015, H016,,,,,,,,,,,,,,,,,,,
"Karamanga (O.)", E062,,,,,,,,,,,,,,,,,,,,
"Karamani (Tam.)", B005, B006,,,,,,,,,,,,,,,,,,,
"Karamani Payir (Tam.)", B018, B019, B020,,,,,,,,,,,,,,,,,,
"Karamazda (S.)", E032,,,,,,,,,,,,,,,,,,,,
"Karambal (Mar.)", E062,,,,,,,,,,,,,,,,,,,,
"Karamda (G.)", E032,,,,,,,,,,,,,,,,,,,,
"Kardi (H.)", H019,,,,,,,,,,,,,,,,,,,,
"Karekayi (Kan.)", E032,,,,,,,,,,,,,,,,,,,,
"Karela (G.,H., Kash.,P.,U.)", D004, D005, D006,,,,,,,,,,,,,,,,,,
"Karhi -pat (B.)", G010,,,,,,,,,,,,,,,,,,,,
"Kari menasu (Kan.)", G031,,,,,,,,,,,,,,,,,,,,
"Karibevu (Kan.)", G010,,,,,,,,,,,,,,,,,,,,
"Karikku (Mal.)", H007,,,,,,,,,,,,,,,,,,,,
"Karim jeerakam (Mal.)", H015, H016,,,,,,,,,,,,,,,,,,,
"Karimeen (Common)", P026,,,,,,,,,,,,,,,,,,,,
"Karimpolam (Mal.)", F016,,,,,,,,,,,,,,,,,,,,
"Karivepaku (Tel.)", G010,,,,,,,,,,,,,,,,,,,,
"Kariveppilai (Mal.,Tam.)", G010,,,,,,,,,,,,,,,,,,,,
"Karkalo (N.)", C018,,,,,,,,,,,,,,,,,,,,
"Karle (Mar.)", D004, D005, D006,,,,,,,,,,,,,,,,,,
"Karnagawala (Common)", P027,,,,,,,,,,,,,,,,,,,,
"Karon Akhabi (M.)", D004, D005,,,,,,,,,,,,,,,,,,,
"Karon Akhabi (M.)", D006,,,,,,,,,,,,,,,,,,,,
"Karonda (P.)", E032,,,,,,,,,,,,,,,,,,,,
"Karonda fruit (Common)", E032,,,,,,,,,,,,,,,,,,,,
"Karralu (Tel.)", A017,,,,,,,,,,,,,,,,,,,,
"Karumbin neeru (Mal.)", I002 ,,,,,,,,,,,,,,,,,,,,
"Karumbu charu (Tam.)", I002 ,,,,,,,,,,,,,,,,,,,,
"Karunai kizhangu (Tam.)", F017,F018,,,,,,,,,,,,,,,,,,,
"Karunthiratcha (Tam.)", E015,,,,,,,,,,,,,,,,,,,,
"Karvand (Mar.)", E032,,,,,,,,,,,,,,,,,,,,
"Kary patta (N.)", G010,,,,,,,,,,,,,,,,,,,,
"Kasawa soji (U.)", F015,,,,,,,,,,,,,,,,,,,,
"Kash bandh gobi (H.)", C015,,,,,,,,,,,,,,,,,,,,
"Kashi bhopla (Mar.)", D077,,,,,,,,,,,,,,,,,,,,
"Kashi bhopla (Mar.)", D078,,,,,,,,,,,,,,,,,,,,
"Kashmiri jalakia (A.)", D033, D034, D035,,,,,,,,,,,,,,,,,,
"Kaskol Purakol (A.)", D063,,,,,,,,,,,,,,,,,,,,
"Kasori Methi (Kash.)", C020,,,,,,,,,,,,,,,,,,,,
"Kasu sak (A.)", C018,,,,,,,,,,,,,,,,,,,,
"Katahar (N.)", D051, D052,,,,,,,,,,,,,,,,,,,
"Katahar (N.)", E030,,,,,,,,,,,,,,,,,,,,
"Katcha Aam (H.)", D057,,,,,,,,,,,,,,,,,,,,
"Katcha pepita (H.,P.)", D059,,,,,,,,,,,,,,,,,,,,
"Kath aloo (A.)", F018,,,,,,,,,,,,,,,,,,,,
"Kathahal (U.)", D051, D052, E030,,,,,,,,,,,,,,,,,,
"Kathai chokha (G.)", A013,,,,,,,,,,,,,,,,,,,,
"Kathakonda (O.)", F015,,,,,,,,,,,,,,,,,,,,
"Kathal (H.,P.)", D051, D052, D030,,,,,,,,,,,,,,,,,,
"Kathal ki beej (P.)", D051,,,,,,,,,,,,,,,,,,,,
"Kathirikkai (Tam.)", D010,,,,,,,,,,,,,,,,,,,,
"Kathirikkai (Tam.)", D011,D012,D013,D014,D015,D016,D017,D018,D019,D020,D021,D022,D023,D024,D025,D026,D027,D028,D029,D030,
"Katsuwonus pelamis (Sci.)", P085,,,,,,,,,,,,,,,,,,,,
"Kattelu (Tam.)", H015,,,,,,,,,,,,,,,,,,,,
"Kattelu (Tam.)", H016,,,,,,,,,,,,,,,,,,,,
"Kattuchena (Mal.)", F019,,,,,,,,,,,,,,,,,,,,
"Kattuzhunnu (Mal.)", B023,,,,,,,,,,,,,,,,,,,,
"Kauli (N.)", C017,,,,,,,,,,,,,,,,,,,,
"Kauli (N.)", D036,,,,,,,,,,,,,,,,,,,,
"Kavath (Mar.)", E067,,,,,,,,,,,,,,,,,,,,
"Kavu akulu (Tel.)", C025,,,,,,,,,,,,,,,,,,,,
"Kawang iong (Kh.)", D040,,,,,,,,,,,,,,,,,,,,
"Kayirhachakka (Mal.)", E053,,,,,,,,,,,,,,,,,,,,
"Kayrai (Common)", P028,,,,,,,,,,,,,,,,,,,,
"Kaza (Kash.)", B017,,,,,,,,,,,,,,,,,,,,
"Kazmal Kamrakh (H.)", E062,,,,,,,,,,,,,,,,,,,,
"Kdu (P.)", D008,,,,,,,,,,,,,,,,,,,,
"Keasa aam (A.)", D057,,,,,,,,,,,,,,,,,,,,
"Keda (G.)", E012,,,,,,,,,,,,,,,,,,,,
"Keerai vidai (Tam.)", A001,,,,,,,,,,,,,,,,,,,,
"Keerai vidai (Tam.)", A002,,,,,,,,,,,,,,,,,,,,
"Kel phool (G.)", D062,,,,,,,,,,,,,,,,,,,,
"Kel phool (Mar.)", D062,,,,,,,,,,,,,,,,,,,,
"Kel/hara (Mar.)", D063,,,,,,,,,,,,,,,,,,,,
"Kela (G.,H.,P.,Kash.,U.)", D063, E009,E010,E011,E012,,,,,,,,,,,,,,,,
"Kela ka phool (U.)", D062,,,,,,,,,,,,,,,,,,,,
"Kela/kanch (B.)", D063,,,,,,,,,,,,,,,,,,,,
"Kelanu thed (G.)", D064,,,,,,,,,,,,,,,,,,,,
"Kele (Mar.)", E009,E010,E011,E012,,,,,,,,,,,,,,,,,
"Kele da tana (P.)", D064,,,,,,,,,,,,,,,,,,,,
"Kele -da-phool (P.,H.)", D062,,,,,,,,,,,,,,,,,,,,
"Kele -ka-tana (H.)", D064,,,,,,,,,,,,,,,,,,,,
"Kelicha khunt (Mar.)", D064,,,,,,,,,,,,,,,,,,,,
"Kella (P.)", E009,E010,E011,E012,,,,,,,,,,,,,,,,,
"Kelvaragu (Tam.)", A010,,,,,,,,,,,,,,,,,,,,
"Kera (N.)", E009,,,,,,,,,,,,,,,,,,,,
"Kera (N.)", E010,,,,,,,,,,,,,,,,,,,,
"Kera (N.)", E011, E012,,,,,,,,,,,,,,,,,,,
"Kerbau paal (Mal.)", L001,,,,,,,,,,,,,,,,,,,,
"Kerela (A.,Kh.)", D004, D005, D006,,,,,,,,,,,,,,,,,,
"Kerela rit (Kh.)", D005,,,,,,,,,,,,,,,,,,,,
"KerelaHeh (Kh.)", D004,,,,,,,,,,,,,,,,,,,,
"Keri (G.)", E036,,,,,,,,,,,,,,,,,,,,
"Keri (G.)", E038, E041,,,,,,,,,,,,,,,,,,,
"Kesa bilahi (A.)", D074,,,,,,,,,,,,,,,,,,,,
"Kesa jalakia (A.)", G001,G002,G003,G004,G005,G006,G007,,,,,,,,,,,,,,
"Kesa omita (A.)", D059,,,,,,,,,,,,,,,,,,,,
"Kesa tamul (A.)", H004,,,,,,,,,,,,,,,,,,,,
"Kesar kedi (G.)", E039,,,,,,,,,,,,,,,,,,,,
"Kesu danthu (Kan.)", D040, D041,,,,,,,,,,,,,,,,,,,
"Kew (Kh.)", A021,,,,,,,,,,,,,,,,,,,,
"Khajoora pandu (Tel.)", E017, E018, E019,,,,,,,,,,,,,,,,,,
"Khajur (A.,G.,H., Kash., Mar.,P.,U.)", E017, E018, E019,,,,,,,,,,,,,,,,,,
"Khajura (N.)", E017, E018, E019,,,,,,,,,,,,,,,,,,
"Khajuri (O.)", E017,,,,,,,,,,,,,,,,,,,,
"Khajuri (O.)", E018,,,,,,,,,,,,,,,,,,,,
"Khajuri (O.)", E019,,,,,,,,,,,,,,,,,,,,
"Khakaru saga (O.)", C030,,,,,,,,,,,,,,,,,,,,
"Kham kael (Kash.)", D063,,,,,,,,,,,,,,,,,,,,
"Khamba alu (O.)", F018,,,,,,,,,,,,,,,,,,,,
"Khamen ashinba (M.)", D074, D075, D076,,,,,,,,,,,,,,,,,,
"Khanchari (B.)", C029,,,,,,,,,,,,,,,,,,,,
"Kharamani (P.)", E005,,,,,,,,,,,,,,,,,,,,
"Kharamani (P.)", E006,,,,,,,,,,,,,,,,,,,,
"Kharamuja (B.)", E045, E046,,,,,,,,,,,,,,,,,,,
"Kharbooja (H.)", E045,,,,,,,,,,,,,,,,,,,,
"Kharbooja (H.,Kan., Mar., O.,P.,Tel.)", E045, E046,,,,,,,,,,,,,,,,,,,
"Kharbuja (N.)", E065, E066,,,,,,,,,,,,,,,,,,,
"Kharbujo (G.)", E045,,,,,,,,,,,,,,,,,,,,
"Kharbujo/Pido (G.)", E046,,,,,,,,,,,,,,,,,,,,
"Kharbuuja (S.)", E045, E046,,,,,,,,,,,,,,,,,,,
"Kharbuz (U.)", E045, E046,,,,,,,,,,,,,,,,,,,
"Kharek (G.)", E017, E018,,,,,,,,,,,,,,,,,,,
"Kharjoora (Kan.)", E017, E018, E019,,,,,,,,,,,,,,,,,,
"Kharjura (S.)", E019,,,,,,,,,,,,,,,,,,,,
"Kharjura (B.)", E017,,,,,,,,,,,,,,,,,,,,
"Kharjura (B.,S.)", E017, E018, E019,,,,,,,,,,,,,,,,,,
"Khas Khas (P.)", G032,,,,,,,,,,,,,,,,,,,,
"Khasa (S.)", G032,,,,,,,,,,,,,,,,,,,,
"Khasa khasa (Tam.)", G032,,,,,,,,,,,,,,,,,,,,
"Khash Khash (U.)", G032,,,,,,,,,,,,,,,,,,,,
"Khaskhas (Mar.)", G032,,,,,,,,,,,,,,,,,,,,
"Khaskhash (Kash.)", G032,,,,,,,,,,,,,,,,,,,,
"Khattu (N.)", E005, E006,,,,,,,,,,,,,,,,,,,
"Khaw boil (Kh.)", A014, A015,,,,,,,,,,,,,,,,,,,
"Khaw saw (Kh.)", A013,,,,,,,,,,,,,,,,,,,,
"kheera (H.,U.)", D043, D044, D045,,,,,,,,,,,,,,,,,,
"Kherbuz (Kash.)", E045,,,,,,,,,,,,,,,,,,,,
"Kherbuz (Kash.)", E046,,,,,,,,,,,,,,,,,,,,
"Kheri (B.)", B016,,,,,,,,,,,,,,,,,,,,
"Khesari paruppu (Tam.)", B013,,,,,,,,,,,,,,,,,,,,
"Khira (P.)", D043, D044,,,,,,,,,,,,,,,,,,,
"Khliang syiar (Kh.)", C021,,,,,,,,,,,,,,,,,,,,
"Khongdrum (M.)", D007, D008, D009,,,,,,,,,,,,,,,,,,
"Khoomani (H.)", E005, E006,,,,,,,,,,,,,,,,,,,
"Khoomba (P.)", J001,J002,J003,J004,,,,,,,,,,,,,,,,,
"Khopra (U.)", H006,,,,,,,,,,,,,,,,,,,,
"Khubaani (U.)", E005, E006,,,,,,,,,,,,,,,,,,,
"Khus khus (G.)", G030, G032,,,,,,,,,,,,,,,,,,,
"KiadLieh (Kh.)", K001,,,,,,,,,,,,,,,,,,,,
"Kihom (M.)", E053,,,,,,,,,,,,,,,,,,,,
"Kinek (Kash.)", A020, A021,,,,,,,,,,,,,,,,,,,
"Kiriyan (Common)", P029,,,,,,,,,,,,,,,,,,,,
"Kishmish (A.,B.,H., Kash., Mar.,O.,U.)", E057, E058,,,,,,,,,,,,,,,,,,,
"Kismis (A.,M.,N.)", E015,E057,D068,,,,,,,,,,,,,,,,,,
"Kismis (M.)", E058,,,,,,,,,,,,,,,,,,,,
"Kismis saw (Kh.)", E058,,,,,,,,,,,,,,,,,,,,
"Kismisaag (U.)", C025,,,,,,,,,,,,,,,,,,,,
"Kismisiong (Kh.)", E057,,,,,,,,,,,,,,,,,,,,
"Kite fish (Common)", P030,,,,,,,,,,,,,,,,,,,,
"Kithilai (Kan.)", E047,,,,,,,,,,,,,,,,,,,,
"Klong jrong (Kh.)", D009,,,,,,,,,,,,,,,,,,,,
"Knol - Khol (Common)", D053,,,,,,,,,,,,,,,,,,,,
"Knol -khol akulu (Tel.)", C024,,,,,,,,,,,,,,,,,,,,
"Knol -khol cheera (Mal.)", C024,,,,,,,,,,,,,,,,,,,,
"Knol -Khol keerai (Tam.)", C024,,,,,,,,,,,,,,,,,,,,
"Knol -Khol, leaves (Common)", C024,,,,,,,,,,,,,,,,,,,,
"Knoolkol (Tam.)", D053,,,,,,,,,,,,,,,,,,,,
"Kobbari (Tel.)", H007,,,,,,,,,,,,,,,,,,,,
"Kobbari neeru (Tel.)", K002,,,,,,,,,,,,,,,,,,,,
"Kobi (Mar.)", C015, C016,,,,,,,,,,,,,,,,,,,
"Kobi mana (M.)", C015,,,,,,,,,,,,,,,,,,,,
"Kobi maru kabi (M.)", C024, D053,,,,,,,,,,,,,,,,,,,
"Kobi na pan (G.)", C014,,,,,,,,,,,,,,,,,,,,
"Kobithamchetmai (M.)", D036,,,,,,,,,,,,,,,,,,,,
"Kobithamchetmai mana (M.)", C017,,,,,,,,,,,,,,,,,,,,
"Kochu (B.)", F004,,,,,,,,,,,,,,,,,,,,
"Kochu pata (B.)", C018,,,,,,,,,,,,,,,,,,,,
"Kochur loti (B.)", D040, D041,,,,,,,,,,,,,,,,,,,
"Koda milagai (Tam.)", D033, D034, D035,,,,,,,,,,,,,,,,,,
"KodiKizhangu (Tam.)", F019,,,,,,,,,,,,,,,,,,,,
"Kodippasali (Tam.)", C007,,,,,,,,,,,,,,,,,,,,
"Kodo (N.)", A010,,,,,,,,,,,,,,,,,,,,
"Kodukkapuli (Tam.)", E044,,,,,,,,,,,,,,,,,,,,
"Kohala (Mar.)", D001,,,,,,,,,,,,,,,,,,,,
"Kohl -rabi (H.)", D053,,,,,,,,,,,,,,,,,,,,
"Kohlu (G.)", D065, D066,,,,,,,,,,,,,,,,,,,
"Koiyapazham (Tam.)", E028, E029,,,,,,,,,,,,,,,,,,,
"Kola/paka (B.)", E010,,,,,,,,,,,,,,,,,,,,
"Kola/paka (B.)", E009, E011, E012,,,,,,,,,,,,,,,,,,
"Kola jaluk (A.)", G031,,,,,,,,,,,,,,,,,,,,
"Kola jamu (A.)", E013,,,,,,,,,,,,,,,,,,,,
"Kola til (A.)", H009,,,,,,,,,,,,,,,,,,,,
"Kolam na pan (G.)", C030,,,,,,,,,,,,,,,,,,,,
"Kolatha (O.)", B012,,,,,,,,,,,,,,,,,,,,
"Koldil (A.)", D062,,,,,,,,,,,,,,,,,,,,
"Kolinchi pazham (Tam.)", E034,,,,,,,,,,,,,,,,,,,,
"Kollu (Tam.)", B012,,,,,,,,,,,,,,,,,,,,
"Komla (M.)", E047,,,,,,,,,,,,,,,,,,,,
"Kommu potla (Tel.)", D060,,,,,,,,,,,,,,,,,,,,
"Komola (A.)", E047,,,,,,,,,,,,,,,,,,,,
"Kondaikadalai (Tam.)", B002,,,,,,,,,,,,,,,,,,,,
"Konduri (H.)", D054, D055,,,,,,,,,,,,,,,,,,,
"Konidhan (A.)", A017,,,,,,,,,,,,,,,,,,,,
"Kopparai (Tam.)", H006,,,,,,,,,,,,,,,,,,,,
"Kopra ni kachli (G.)", H006,,,,,,,,,,,,,,,,,,,,
"Kordoi (A.)", E062,,,,,,,,,,,,,,,,,,,,
"Korja tenga (A.)", E032,,,,,,,,,,,,,,,,,,,,
"Korka (Common)", P031,,,,,,,,,,,,,,,,,,,,
"Korola (B.)", D004, D006,,,,,,,,,,,,,,,,,,,
"Koromcha (B.)", E032,,,,,,,,,,,,,,,,,,,,
"Kosala sag maji Kale (O.)", A002,,,,,,,,,,,,,,,,,,,,
"Kosala sag manji Dhala (O.)", A001,,,,,,,,,,,,,,,,,,,,
"Kosu (A.,Kan.)", C015, C016, F004,,,,,,,,,,,,,,,,,,
"Kosu (Kan.)", C016,,,,,,,,,,,,,,,,,,,,
"Kosu thari (A.)", D040, D041,,,,,,,,,,,,,,,,,,,
"Kothal (A.)", D051, E030,,,,,,,,,,,,,,,,,,,
"Kothal guti (A.)", D052,,,,,,,,,,,,,,,,,,,,
"Kothamalli (Mal.,Tam.)", G009,,,,,,,,,,,,,,,,,,,,
"Kothamalli vidhai (Tam.)", G024,,,,,,,,,,,,,,,,,,,,
"Kothambalari (Kan.,Mal.)", G009,G024,,,,,,,,,,,,,,,,,,,
"Kothavara (Mal.)", D039,,,,,,,,,,,,,,,,,,,,
"Kothavaranga (Tam.)", D039,,,,,,,,,,,,,,,,,,,,
"Kothimbir (Mar.)", G009,,,,,,,,,,,,,,,,,,,,
"Kothimbir dhane (Mar.)", C028,,,,,,,,,,,,,,,,,,,,
"Kothimiri (Tel.)", G009,,,,,,,,,,,,,,,,,,,,
"Kothu (G.)", E067,,,,,,,,,,,,,,,,,,,,
"Kottai paakku (Tam.)", H002,,,,,,,,,,,,,,,,,,,,
"Kova kai (Mal.,Tam.)", D054, D055,,,,,,,,,,,,,,,,,,,
"Kovai, big (Common)", D054,,,,,,,,,,,,,,,,,,,,
"Kovai, small (Common)", D055,,,,,,,,,,,,,,,,,,,,
"kovakkai (Mal.)", D060,,,,,,,,,,,,,,,,,,,,
"KoyethbAel (B.)", E067,,,,,,,,,,,,,,,,,,,,
"Krai (Kh.)", A003, A004, A005,,,,,,,,,,,,,,,,,,
"Krambu (Mal.,Tam.)", G023,,,,,,,,,,,,,,,,,,,,
"Krrapendalamu (Tel.)", F015,,,,,,,,,,,,,,,,,,,,
"Kubhindo (N.)", D001,,,,,,,,,,,,,,,,,,,,
"Kubi (Kh.)", C015,,,,,,,,,,,,,,,,,,,,
"Kubi saw (Kh.)", C016,,,,,,,,,,,,,,,,,,,,
"Kubyakam (Tel.)", F016,,,,,,,,,,,,,,,,,,,,
"Kula (B.)", E068,,,,,,,,,,,,,,,,,,,,
"Kulam paarai (Common)", P032,,,,,,,,,,,,,,,,,,,,
"Kulattha (S.)", B012,,,,,,,,,,,,,,,,,,,,
"Kuleeth (G.,Mar.)", B012,,,,,,,,,,,,,,,,,,,,
"Kulottokalai (B.)", B012,,,,,,,,,,,,,,,,,,,,
"Kulthi (H.,U.)", B012,,,,,,,,,,,,,,,,,,,,
"Kulunashpati (B.)", E007,,,,,,,,,,,,,,,,,,,,
"Kumbala kash (Kan.)", D065, D066,,,,,,,,,,,,,,,,,,,
"Kumbalanga (Mal.)", D001,,,,,,,,,,,,,,,,,,,,
"Kumbale soppu (Kan.)", C030,,,,,,,,,,,,,,,,,,,,
"Kumhra sag (H.)", C030,,,,,,,,,,,,,,,,,,,,
"Kummaandah (S.)", D065, D066,,,,,,,,,,,,,,,,,,,
"Kumra shak (B.)", C030,,,,,,,,,,,,,,,,,,,,
"Kumro (B.)", D065, D066,,,,,,,,,,,,,,,,,,,
"Kumura (A.)", D001,,,,,,,,,,,,,,,,,,,,
"Kun koon (Mal.)", J001,J002,J003,J004,,,,,,,,,,,,,,,,,
"Kunduli (A.)", D054,,,,,,,,,,,,,,,,,,,,
"Kunduli (A.)", D055,,,,,,,,,,,,,,,,,,,,
"Kunduru (O.)", D054, D055,,,,,,,,,,,,,,,,,,,
"Kunhiyar (A.)", I002 ,,,,,,,,,,,,,,,,,,,,
"Kunte ki bhaji (U.)", C029,,,,,,,,,,,,,,,,,,,,
"Kurath (Kash.)", B012,,,,,,,,,,,,,,,,,,,,
"Kuri (G.)", A016,,,,,,,,,,,,,,,,,,,,
"Kurumlaku (Mal.)", G031,,,,,,,,,,,,,,,,,,,,
"Kusambe (Kan.)", H019,,,,,,,,,,,,,,,,,,,,
"Kusubalakki (Kan.)", A014,,,,,,,,,,,,,,,,,,,,
"Kusum (B.)", H019,,,,,,,,,,,,,,,,,,,,
"Kusuma ginzalu (Tel.)", H019,,,,,,,,,,,,,,,,,,,,
"Kusumbo (G.)", H019,,,,,,,,,,,,,,,,,,,,
"Kuthari (Mal.)", A013,,,,,,,,,,,,,,,,,,,,
"Kwa Mana (M.)", C010, C011,,,,,,,,,,,,,,,,,,,
"Kwa Maru (M.)", H003, H004,,,,,,,,,,,,,,,,,,,
"Kwai im (Kh.)", H004,,,,,,,,,,,,,,,,,,,,
"Kwai supari (Kh.)", H003,,,,,,,,,,,,,,,,,,,,
"Kwai tyrkhong (Kh.)", H002,,,,,,,,,,,,,,,,,,,,
"KwaMaru (M.)", H002,,,,,,,,,,,,,,,,,,,,
"Laar (Kash.)", D043, D044, D045,,,,,,,,,,,,,,,,,,
"Labang (O.)", G023,,,,,,,,,,,,,,,,,,,,
"Labeo rohita (Sci.)", S006,,,,,,,,,,,,,,,,,,,,
"Lachi (P.)", E063,,,,,,,,,,,,,,,,,,,,
"Lactarius lactarius (Sci.)", P049,,,,,,,,,,,,,,,,,,,,
"Lactiporus sp. (Sci.)", J002,,,,,,,,,,,,,,,,,,,,
"Lactuca sativa (Sci.)", C025,,,,,,,,,,,,,,,,,,,,
"Lader (Kash.)", G033,,,,,,,,,,,,,,,,,,,,
"Ladies finger (Common)", D056,,,,,,,,,,,,,,,,,,,,
"Lafu (M.)", D064,,,,,,,,,,,,,,,,,,,,
"Lafu Tharo (M.)", D062,,,,,,,,,,,,,,,,,,,,
"Lagenaria vulgaris (Sci.)", D007, D008, D009,,,,,,,,,,,,,,,,,,
"Laisan (U.)", G011, G012, G013,,,,,,,,,,,,,,,,,,
"Laki Bele (Kan.)", B013,,,,,,,,,,,,,,,,,,,,
"Lakshamana phalamu (Tel.)", E061,,,,,,,,,,,,,,,,,,,,
"Lakshmanaphala Mulluramphala (Kan.)", E061,,,,,,,,,,,,,,,,,,,,
"Lal bhopla (Mar.)", D065, D066,,,,,,,,,,,,,,,,,,,
"Lal chaulai sag (P.)", C003,,,,,,,,,,,,,,,,,,,,
"Lal Draksha (G.)", E024,,,,,,,,,,,,,,,,,,,,
"Lal jamphad (G.)", E029,,,,,,,,,,,,,,,,,,,,
"Lal kobi (G.)", C016,,,,,,,,,,,,,,,,,,,,
"Lal marcha/sukha (G.)", G022,,,,,,,,,,,,,,,,,,,,
"Lal mircha (P.)", G022,,,,,,,,,,,,,,,,,,,,
"Lal mirchi (U.)", G022,,,,,,,,,,,,,,,,,,,,
"Lal paka keda (G.)", E011,,,,,,,,,,,,,,,,,,,,
"Lal rajmah (P.)", B020,,,,,,,,,,,,,,,,,,,,
"Lal Shaakh (B.)", C003,,,,,,,,,,,,,,,,,,,,
"Lal tandaljo (G.)", C003,,,,,,,,,,,,,,,,,,,,
"Lam Khamen (M.)", D010,D011,D012,D013,D014,D015,D016,D017,D018,D019,D020,D021,D022,D023,D024,D025,D026,D027,D028,D029,D030
"Lank dal (Mar.)", B013,,,,,,,,,,,,,,,,,,,,
"Lanka/bilathi (B.)", D033, D034, D035,,,,,,,,,,,,,,,,,,
"Lanka (O.)", G022,,,,,,,,,,,,,,,,,,,,
"Lanka pappu (Tel.)", B013,,,,,,,,,,,,,,,,,,,,
"Laphoi (M.)", E009,E010,E011,E012,,,,,,,,,,,,,,,,,
"Laphoi Ashangba (M.)", D063,,,,,,,,,,,,,,,,,,,,
"Lasan (G.,P.)", G011, G012, G013,,,,,,,,,,,,,,,,,,
"Lashoonam (S.)", G011, G012, G013,,,,,,,,,,,,,,,,,,
"Lasoon (Mar.)", G011, G012, G013,,,,,,,,,,,,,,,,,,
"Lasun (N.)", G011, G012, G013,,,,,,,,,,,,,,,,,,
"Lates calcarifer (Sci.)", P005,,,,,,,,,,,,,,,,,,,,
"Latte to saag (N.)", C002, C003, C004,,,,,,,,,,,,,,,,,,
"Lau (B.,O.)", D007, D008, D009,,,,,,,,,,,,,,,,,,
"Lauka (N.)", D007, D008, D009,,,,,,,,,,,,,,,,,,
"Lavang (G.)", G023,,,,,,,,,,,,,,,,,,,,
"Lavang (H.)", G023,,,,,,,,,,,,,,,,,,,,
"Lavang (Mar.)", G023,,,,,,,,,,,,,,,,,,,,
"Lavanga (Kan.,S.)", G023,,,,,,,,,,,,,,,,,,,,
"Lavangu (Tel.)", G023,,,,,,,,,,,,,,,,,,,,
"Leela dhana (G.)", C028,,,,,,,,,,,,,,,,,,,,
"Lehin (S.)", E033,,,,,,,,,,,,,,,,,,,,
"Lehsan (H.)", G011, G012, G013,,,,,,,,,,,,,,,,,,
"LeibakHawai (M.)", H012,,,,,,,,,,,,,,,,,,,,
"Lemon, juice (Common)", E033,,,,,,,,,,,,,,,,,,,,
"Lens culinaris (Sci.)", B013, B014,,,,,,,,,,,,,,,,,,,
"Lentil whole, brown (Common)", B014,,,,,,,,,,,,,,,,,,,,
"Lentil whole, yellowish (Common)", B015,,,,,,,,,,,,,,,,,,,,
"Lentil, dal (Common)", B013,,,,,,,,,,,,,,,,,,,,
"Lentinula sp. (Sci.)", J003,,,,,,,,,,,,,,,,,,,,
"Lepidium sativum (Sci.)", C021, H008,,,,,,,,,,,,,,,,,,,
"Leptomelanosoma indicum (Sci.)", P022,,,,,,,,,,,,,,,,,,,,
"Lepturacanthus savala (Sci.)", P047,,,,,,,,,,,,,,,,,,,,
"Lesera mah (A.)", D003,,,,,,,,,,,,,,,,,,,,
"Lesera mahor guti (A.)", B005, B006,,,,,,,,,,,,,,,,,,,
"Letchu (O.)", E035,,,,,,,,,,,,,,,,,,,,
"Lethrinus lentjan (Sci.)", P019,,,,,,,,,,,,,,,,,,,,
"Lettuce (Common)", C025,,,,,,,,,,,,,,,,,,,,
"Lettuce cheera (Mal.)", C025,,,,,,,,,,,,,,,,,,,,
"Lettuce ka patta (Mar.)", C025,,,,,,,,,,,,,,,,,,,,
"Lettuce na pan (G.)", C025,,,,,,,,,,,,,,,,,,,,
"Lettuce soppu (Kan.)", C025,,,,,,,,,,,,,,,,,,,,
"Lichi (G.,H.,Kan.,Kash., Mal., Mar.,N.,P.,Tam.,Tel.,U.)", E035,,,,,,,,,,,,,,,,,,,,
"Lichu (A.,B.,M.)", E035,,,,,,,,,,,,,,,,,,,,
"Lila marcha (G.)", G001,G002,G003, G006,,,,,,,,,,,,,,,,,
"Lila safarjan (G.)", E002,,,,,,,,,,,,,,,,,,,,
"Lili Draksha (G.)", E023,,,,,,,,,,,,,,,,,,,,
"Lili kobi (G.)", C015,,,,,,,,,,,,,,,,,,,,
"Lili makai (G.)", A007, A008,,,,,,,,,,,,,,,,,,,
"Lilo vans (G.)", D002,,,,,,,,,,,,,,,,,,,,
"Limbu (G.)", E033,,,,,,,,,,,,,,,,,,,,
"Limbu goḍa ( Mar)", E034,,,,,,,,,,,,,,,,,,,,
"Lime, sweet pulp (Common)", E034,,,,,,,,,,,,,,,,,,,,
"Limonia acidissima (Sci.)", E067,,,,,,,,,,,,,,,,,,,,
"Linseeds (Common)", H014,,,,,,,,,,,,,,,,,,,,
"Linum usitatissimum (Sci.)", H014,,,,,,,,,,,,,,,,,,,,
"Litchi (Common)", E035,,,,,,,,,,,,,,,,,,,,
"Litchi chinensis (Sci.)", E035,,,,,,,,,,,,,,,,,,,,
"Lobia (H.,P.)", B005, B006,,,,,,,,,,,,,,,,,,,
"Lobong (B.)", G023,,,,,,,,,,,,,,,,,,,,
"Lobotes surinamensis (Sci.)", P061,,,,,,,,,,,,,,,,,,,,
